Species,Dataset,File Name,Streptomycin,Vancomycin,Ceftriaxone,Oxacillin,Clindamycin,Fusidic acid,Erythromycin,Linezolid,Methicillin,Gentamicin,Trimethoprim-Sulfamethoxazole,Ciprofloxacin,Tetracycline,Chloramphenicol,Penicillin,Trimethoprim,Daptomycin,Cefoxitin,Amikacin,Ampicillin-Sulbactam,Cefepime,Cefotaxime,Ceftazidime,Colistin,Doripenem,Imipenem,Levofloxacin,Meropenem,Minocycline,Moxifloxacin,Polymyxin_B,Tigecycline,Tobramycin,Ampicillin,Amoxicillin-Clavulanic acid,Azithromycin,Sulfisoxazole,Kanamycin,Nalidixic acid,Ceftiofur,Capreomycin,Clarithromycin,Clofazimine,Cycloserine,Ethambutol,Ethionamide,Gatifloxacin,Isoniazid,Nicotinamide,Ofloxacin,para-aminosalicylic acid,Prothionamide,Pyrazinamide,Rifabutin,Rifampicin,Aztreonam,Cefuroxime,Piperacillin-Tazobactam
Escherichia coli,PATRIC_e.coli,562.22588.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22589.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22590.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22591.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22592.fna,,,,,,,,,,S,,S,,,,S,,,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22593.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22594.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22595.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22596.fna,,,,,,,,,,R,,R,,,,R,,,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22597.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22598.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22599.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22600.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22601.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22602.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22603.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22604.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22605.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22606.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22607.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22608.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22609.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22610.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22611.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22612.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22613.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22614.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22615.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22617.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22618.fna,,,,,,,,,,S,,S,,,,R,,S,,,,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22619.fna,,,,,,,,,,S,,,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22620.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22621.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22622.fna,,,,,,,,,,S,,R,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22623.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22624.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22625.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22626.fna,,,,,,,,,,S,,R,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22627.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22628.fna,,,,,,,,,,S,,S,,,,S,,,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22629.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22630.fna,,,,,,,,,,S,,R,,,,R,,,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22631.fna,,,,,,,,,,S,,R,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22632.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22633.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22634.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22635.fna,,,,,,,,,,R,,S,,,,R,,,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22636.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22637.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22638.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22639.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22640.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22641.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22642.fna,,,,,,,,,,S,,R,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22643.fna,,,,,,,,,,S,,S,,,,S,,,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,,R,
Escherichia coli,PATRIC_e.coli,562.22644.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22645.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22646.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22647.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22648.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22649.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22650.fna,,,,,,,,,,R,,R,,,,R,,S,,,S,,,,,,,S,,,,,,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22651.fna,,,,,,,,,,S,,R,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22652.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22653.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22654.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22655.fna,,,,,,,,,,R,,R,,,,R,,S,,,,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,R,R,
Escherichia coli,PATRIC_e.coli,562.22656.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22657.fna,,,,,,,,,,S,,R,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22658.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22659.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22660.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22661.fna,,,,,,,,,,S,,S,,,,S,,,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22662.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22663.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22664.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22665.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22666.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22667.fna,,,,,,,,,,S,,S,,,,S,,,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22668.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22669.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,R,
Escherichia coli,PATRIC_e.coli,562.22670.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22671.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22672.fna,,,,,,,,,,R,,R,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22673.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22674.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22675.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22676.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22677.fna,,,,,,,,,,R,,R,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22678.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22679.fna,,,,,,,,,,S,,S,,,,S,,,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22680.fna,,,,,,,,,,S,,R,,,,R,,S,,,R,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,R,R,
Escherichia coli,PATRIC_e.coli,562.22681.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22682.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22683.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22684.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22685.fna,,,,,,,,,,R,,,,,,R,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22686.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22687.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22688.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22689.fna,,,,,,,,,,,,S,,,,R,,S,,,S,,,,,,,S,,,,,,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22690.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22691.fna,,,,,,,,,,R,,R,,,,S,,S,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22692.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22693.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22694.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22695.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22696.fna,,,,,,,,,,S,,S,,,,S,,S,,,,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,,R,
Escherichia coli,PATRIC_e.coli,562.22697.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22698.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22699.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22700.fna,,,,,,,,,,R,,R,,,,R,,S,,,,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,R,R,
Escherichia coli,PATRIC_e.coli,562.22701.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22702.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22703.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22704.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22705.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22706.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22707.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22708.fna,,,,,,,,,,R,,R,,,,R,,,,,S,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,S,R,
Escherichia coli,PATRIC_e.coli,562.22709.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22710.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22711.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22712.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22713.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22714.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22715.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22716.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22717.fna,,,,,,,,,,R,,R,,,,S,,S,,,,,,,,,,S,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,R,R,
Escherichia coli,PATRIC_e.coli,562.22718.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22719.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22720.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22721.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22722.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22723.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22724.fna,,,,,,,,,,S,,R,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22725.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22726.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22727.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22728.fna,,,,,,,,,,S,,S,,,,R,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22729.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,R,,,,,,,,,,,,,,,,,,,,,,S,S,
Escherichia coli,PATRIC_e.coli,562.22730.fna,,,,,,,,,,S,,S,,,,S,,S,,,S,,,,,,,S,,,,,S,S,,,,,,,,,,,,,,,,,,,,,,S,S,
