Species,Dataset,File Name,Erythromycin,Methicillin,Ciprofloxacin,Clindamycin,Penicillin,clusters,split
Staphylococcus aureus,PATRIC_genomes,1280.7403.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7404.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7405.fna,S,S,S,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7406.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.7407.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7408.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7411.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7413.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7414.fna,S,S,S,,R,43,train
Staphylococcus aureus,PATRIC_genomes,1280.7415.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.7416.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7419.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7422.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7424.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7429.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7432.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7433.fna,S,S,S,,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.7435.fna,S,S,S,,R,139,test
Staphylococcus aureus,PATRIC_genomes,1280.7436.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.7438.fna,S,S,S,,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.7439.fna,S,S,S,S,R,309,train
Staphylococcus aureus,PATRIC_genomes,1280.7441.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7443.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7444.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7445.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7446.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7447.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7456.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7908.fna,S,S,S,,S,78,train
Staphylococcus aureus,PATRIC_genomes,1280.7912.fna,S,S,S,,R,21,train
Staphylococcus aureus,PATRIC_genomes,1280.7913.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7914.fna,S,S,S,,R,75,test
Staphylococcus aureus,PATRIC_genomes,1280.7915.fna,S,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7916.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.7917.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7922.fna,S,S,R,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7923.fna,S,S,S,,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.7925.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7928.fna,S,S,S,,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.7929.fna,S,S,S,,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.7933.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7935.fna,S,S,S,,S,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7937.fna,S,S,R,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7938.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7939.fna,S,S,S,,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.7941.fna,S,S,S,,R,39,train
Staphylococcus aureus,PATRIC_genomes,1280.7944.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7946.fna,S,S,S,,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.7948.fna,R,S,S,,R,57,test
Staphylococcus aureus,PATRIC_genomes,1280.7949.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7951.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.7953.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7957.fna,R,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7959.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.7961.fna,S,S,S,,S,34,train
Staphylococcus aureus,PATRIC_genomes,1280.7962.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.7964.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7965.fna,S,S,S,,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7966.fna,S,S,S,,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7968.fna,S,S,S,,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7969.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.7973.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.7977.fna,S,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.7979.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7983.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7985.fna,R,R,R,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7986.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7987.fna,S,S,S,,S,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7991.fna,R,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7992.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7994.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7996.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.7998.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8001.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8004.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8008.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8018.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8032.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8034.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8037.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8039.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8042.fna,S,S,S,,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.8043.fna,S,S,S,,R,360,train
Staphylococcus aureus,PATRIC_genomes,1280.8044.fna,S,S,S,,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.8046.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8047.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8051.fna,S,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8052.fna,S,S,S,,S,34,train
Staphylococcus aureus,PATRIC_genomes,1280.8053.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8054.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8055.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8056.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8059.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8063.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8066.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8067.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8072.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8073.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8075.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8076.fna,S,S,S,S,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.8077.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8081.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8084.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8087.fna,S,S,S,S,S,3,train
Staphylococcus aureus,PATRIC_genomes,1280.8088.fna,R,S,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8089.fna,S,S,S,S,S,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8093.fna,S,S,S,S,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8094.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8096.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8097.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8098.fna,S,S,S,S,R,32,train
Staphylococcus aureus,PATRIC_genomes,1280.8099.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8101.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8103.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8105.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8106.fna,R,S,S,R,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8107.fna,R,S,S,,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8108.fna,S,S,S,S,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8109.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8117.fna,S,S,S,S,R,96,train
Staphylococcus aureus,PATRIC_genomes,1280.8118.fna,S,S,S,S,R,96,train
Staphylococcus aureus,PATRIC_genomes,1280.8122.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8123.fna,R,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8124.fna,R,S,S,,R,43,train
Staphylococcus aureus,PATRIC_genomes,1280.8126.fna,R,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8127.fna,S,S,S,S,R,248,train
Staphylococcus aureus,PATRIC_genomes,1280.8129.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8133.fna,S,S,S,S,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.8134.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8135.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8136.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8137.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8138.fna,R,S,S,R,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8146.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8147.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8149.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8151.fna,R,S,S,R,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8152.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8154.fna,S,S,S,S,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8155.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8157.fna,S,S,S,,S,17,train
Staphylococcus aureus,PATRIC_genomes,1280.8158.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8159.fna,S,S,S,,S,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8161.fna,R,S,S,,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8162.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8166.fna,S,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8167.fna,S,S,S,S,R,407,train
Staphylococcus aureus,PATRIC_genomes,1280.8168.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8173.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8175.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8176.fna,S,S,S,S,S,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8177.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8178.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8179.fna,S,S,S,S,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.8181.fna,S,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8185.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8186.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8187.fna,R,S,S,R,R,57,test
Staphylococcus aureus,PATRIC_genomes,1280.8188.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8193.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8195.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8196.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8198.fna,S,S,S,S,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.8202.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8203.fna,S,S,R,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8206.fna,S,S,S,S,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8208.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8209.fna,R,S,S,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8211.fna,S,S,R,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8212.fna,S,S,S,S,R,56,train
Staphylococcus aureus,PATRIC_genomes,1280.8213.fna,S,S,S,S,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8217.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8219.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8221.fna,S,S,S,S,R,43,train
Staphylococcus aureus,PATRIC_genomes,1280.8222.fna,S,S,S,S,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8224.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8229.fna,S,S,S,,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.8231.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8232.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8233.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8234.fna,S,S,S,,S,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8235.fna,S,S,S,,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.8236.fna,S,R,S,,R,404,train
Staphylococcus aureus,PATRIC_genomes,1280.8237.fna,S,S,S,,R,103,train
Staphylococcus aureus,PATRIC_genomes,1280.8238.fna,S,S,S,,S,8,train
Staphylococcus aureus,PATRIC_genomes,1280.8239.fna,S,S,S,,R,240,train
Staphylococcus aureus,PATRIC_genomes,1280.8242.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8245.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8246.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8249.fna,S,S,S,,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.8254.fna,S,S,S,,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8255.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8256.fna,S,S,S,,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.8259.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8261.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8262.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8263.fna,S,S,S,,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8264.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8265.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8269.fna,S,S,S,,R,43,train
Staphylococcus aureus,PATRIC_genomes,1280.8271.fna,R,S,S,,R,39,train
Staphylococcus aureus,PATRIC_genomes,1280.8275.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8276.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8281.fna,S,S,S,,S,210,test
Staphylococcus aureus,PATRIC_genomes,1280.8282.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8283.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8285.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8286.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8289.fna,S,S,S,,R,382,train
Staphylococcus aureus,PATRIC_genomes,1280.8291.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8293.fna,R,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8294.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8298.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8299.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8304.fna,S,S,S,,S,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8305.fna,S,S,S,,R,129,train
Staphylococcus aureus,PATRIC_genomes,1280.8306.fna,S,S,S,,R,17,train
Staphylococcus aureus,PATRIC_genomes,1280.8309.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8312.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8313.fna,S,S,S,,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.8314.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8315.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8321.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8322.fna,S,S,S,,S,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8323.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8324.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8326.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8328.fna,S,S,S,,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8329.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8332.fna,S,S,S,,R,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8335.fna,S,S,S,,S,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8341.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8342.fna,S,S,S,,R,34,train
Staphylococcus aureus,PATRIC_genomes,1280.8343.fna,S,S,S,,S,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8344.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8346.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8348.fna,S,S,S,,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8352.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8353.fna,S,S,S,,R,8,train
Staphylococcus aureus,PATRIC_genomes,1280.8354.fna,S,S,S,,S,2,train
Staphylococcus aureus,PATRIC_genomes,1280.8357.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8358.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8359.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8361.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8362.fna,S,S,S,,R,380,train
Staphylococcus aureus,PATRIC_genomes,1280.8363.fna,S,S,S,S,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8366.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8367.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8368.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8369.fna,S,S,S,S,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8378.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8379.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8381.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8382.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8383.fna,S,S,S,S,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8384.fna,S,S,S,S,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.8385.fna,S,R,R,S,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8388.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8389.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8392.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8393.fna,S,S,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8394.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8396.fna,S,S,S,,R,56,train
Staphylococcus aureus,PATRIC_genomes,1280.8404.fna,R,R,R,R,R,339,train
Staphylococcus aureus,PATRIC_genomes,1280.8405.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8406.fna,S,S,S,S,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8407.fna,S,S,S,S,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8408.fna,S,S,S,S,S,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8409.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8411.fna,S,S,S,,R,287,train
Staphylococcus aureus,PATRIC_genomes,1280.8412.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8415.fna,S,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8418.fna,S,S,S,,R,17,train
Staphylococcus aureus,PATRIC_genomes,1280.8419.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8421.fna,S,S,S,,R,9,test
Staphylococcus aureus,PATRIC_genomes,1280.8423.fna,R,S,S,,R,75,test
Staphylococcus aureus,PATRIC_genomes,1280.8424.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8431.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8432.fna,S,S,S,,R,73,train
Staphylococcus aureus,PATRIC_genomes,1280.8433.fna,S,S,R,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8434.fna,S,S,S,,R,2,train
Staphylococcus aureus,PATRIC_genomes,1280.8435.fna,R,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8436.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8437.fna,S,S,S,,R,27,train
Staphylococcus aureus,PATRIC_genomes,1280.8439.fna,S,S,S,,R,21,train
Staphylococcus aureus,PATRIC_genomes,1280.8441.fna,S,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8443.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8445.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8447.fna,S,S,S,S,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8449.fna,S,S,S,S,R,154,train
Staphylococcus aureus,PATRIC_genomes,1280.8456.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8457.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8458.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8459.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8461.fna,S,S,S,,R,12,train
Staphylococcus aureus,PATRIC_genomes,1280.8462.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8463.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8464.fna,S,S,S,,S,56,train
Staphylococcus aureus,PATRIC_genomes,1280.8465.fna,S,S,S,,R,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8466.fna,S,S,S,,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8467.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8469.fna,S,S,S,,S,34,train
Staphylococcus aureus,PATRIC_genomes,1280.8471.fna,R,R,R,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8473.fna,S,S,S,,S,7,test
Staphylococcus aureus,PATRIC_genomes,1280.8482.fna,S,S,S,,R,19,train
Staphylococcus aureus,PATRIC_genomes,1280.8483.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8484.fna,S,S,S,,R,4,train
Staphylococcus aureus,PATRIC_genomes,1280.8485.fna,S,S,S,,R,43,train
Staphylococcus aureus,PATRIC_genomes,1280.8486.fna,S,S,S,,R,129,train
Staphylococcus aureus,PATRIC_genomes,1280.8487.fna,S,S,S,,S,17,train
Staphylococcus aureus,PATRIC_genomes,1280.8488.fna,S,S,S,,R,47,train
Staphylococcus aureus,PATRIC_genomes,1280.8489.fna,S,S,S,,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8491.fna,S,S,S,,S,5,train
Staphylococcus aureus,PATRIC_genomes,1280.8492.fna,R,R,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8493.fna,S,S,S,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8494.fna,S,S,R,,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8495.fna,S,S,S,,S,17,train
Staphylococcus aureus,PATRIC_genomes,1280.8499.fna,S,S,S,,S,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8508.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8509.fna,R,R,R,R,R,18,train
Staphylococcus aureus,PATRIC_genomes,1280.8511.fna,R,R,R,R,R,6,train
Staphylococcus aureus,PATRIC_genomes,1280.8512.fna,S,S,S,,R,7,test
